title,company,location,category,salary_min,salary_max,contract_type,description,search_term,city,salary_avg,has_salary,post_date,post_month,work_type,skills_found
Lead Data Scientist,Harnham - Data & Analytics Recruitment,"London, UK",IT Jobs,117000.0,124800.0,contract,"Lead Data Scientist England £450-£480 Per Day, Outside IR35 Remote Immediate Start The Company They are a specialist organisation working at the forefront of AI-driven customer engagement. Their focus is on enabling highly personalised, real-time decisions across digital channels using advanced analytics and machine learning. The business combines deep domain expertise with strong delivery capability, supporting enterprise clients across multiple sectors. The Role and Deliverables You will take…",data scientist,London,120900.0,1,2026-06-10,2026-06,Remote,machine learning
Senior Data Scientist,True North Group,"London, UK",IT Jobs,90000.0,135000.0,permanent,"Senior Data Scientist ABOUT THE COMPANY The company is a group of established pharmaceutical and healthcare intelligence solution providers that support clients across the drug development life cycle, from pipeline through to patient access. THE TEAM The Data Science team focuses on developing AI, machine learning, and advanced analytics solutions that turn complex healthcare and pharmaceutical data into actionable insights for customers. The team works collaboratively across data science, prod…",data scientist,London,112500.0,1,2026-06-08,2026-06,On-site,machine learning
Senior Data Scientist - Belfast,MCS Group,"Belfast, Northern Ireland",IT Jobs,85000.0,85000.0,Unknown,"Senior Data Scientist - (FDI Scale-Up) MCS Group are delighted to be working with an exciting, fast-growing global SaaS business that is building an AI-driven platform helping some of the world's largest companies understand and improve profitability. Their platform brings together financial, sales, HR, and operational data into one place, giving businesses a clear, real-time view of where they are making and losing money - right down to transaction level, powered by AI and advanced analytics. …",data scientist,Belfast,85000.0,1,2026-06-02,2026-06,On-site,
Data Scientist,McCabe & Barton,"London, UK",IT Jobs,52381.27,52381.27,Unknown,"Data Scientist Data Scientist London | Hybrid McCabe & Barton is supporting the growth of a newly established Analytics & Advisory function within a global insurance organisation. This is an exciting opportunity for a commercially minded Data Scientist to work with real-world insurance, market and client data, helping drive insight-led decision making across pricing, portfolio analytics, client segmentation and operational performance. Key experience sought: • Strong Python or R capability • SQ…",data scientist,London,52381.27,1,2026-05-21,2026-05,Hybrid,python
Associate Data Scientist,Lorien,"London, UK",IT Jobs,57574.03,57574.03,Unknown,"Data Scientist Location: London We're looking for a Data Scientist with circa 2-3 years' experience to join a growing data science team. This is a hands-on role where you'll apply your skills to real-world problems, working alongside experienced practitioners and contributing to meaningful, production-focused work. What you'll be doing Designing and delivering data science solutions to solve business problems Applying statistical and analytical techniques to explore data and test hypotheses Wri…",data scientist,London,57574.03,1,2026-06-01,2026-06,On-site,
Data Science Trainee,ITOL Recruit,"Birmingham, West Midlands",IT Jobs,30000.0,50000.0,permanent,"Data Science Trainee – No Experience Needed Build a future-proof career in Data & AI – starting today. Artificial Intelligence runs on data — and businesses are crying out for professionals who can collect, analyse, and interpret it. Looking for a career change? Want something analytical, structured, and financially rewarding? Or maybe you're ready to break into tech but don’t know where to start? ITOL Recruit’s Data Analyst Career Programme is designed to take you from complete beginner to emp…",data scientist,Birmingham,40000.0,1,2026-05-28,2026-05,On-site,
Senior Data Science Consultant,Deerfoot Recruitment Solutions Ltd,"London, UK",IT Jobs,60000.0,70000.0,permanent,"Senior Data Science Consultant £60k - £70k bonus and benefits (multiple positions available at different levels) London, Manchester or Glasgow / Hybrid Are you ready to work at the forefront of Agentic AI, GenAI and Data Science transformation? This is your opportunity to join a high-growth consulting environment where innovation, creativity and cutting-edge technology come together to solve complex business challenges for major clients. You'll play a key role in delivering impactful AI and an…",data scientist,London,65000.0,1,2026-05-15,2026-05,Hybrid,
Data Science / Ml Engineer,Sanderson,"Glasgow City Centre, Glasgow",IT Jobs,14560.0,156000.0,contract,Data Science / ML Engineer (Contract) Glasgow (1 day per week) 600/day (Outside IR35) 3 Months We're hiring a hands-on ML Engineer to help a growing data-led marketing business unlock the value of its dataset across lead generation and tender platforms. The role: Building intelligent models to predict which prospects are most likely to convert. Use LLMs to enrich CRM data and extract insight from transcription data. Identify key data signals driving revenue and optimise over time. Deploy soluti…,data scientist,Glasgow City Centre,85280.0,1,2026-05-22,2026-05,On-site,
Data Scientist - Ml Engineer,The National Institute for Health and Care Excellence,"Manchester, Greater Manchester",IT Jobs,49387.0,56515.0,permanent,"Data Scientist (ML Engineer) Salary: £49,387 - £56,515 per annum Location: Manchester Vacancy Type: Permanent Closing date: 18/06/2026 The National Institute for Health and Care Excellence (NICE) is the independent organisation responsible for providing national guidance and advice on promoting high quality health, public health and social care. We have modern offices in Manchester city centre and Stratford, London. Please take into consideration that you may be required to commute to one of ou…",data scientist,Manchester,52951.0,1,2026-06-08,2026-06,On-site,excel
Data Scientist (Ml Engineer),The National Institute for Health and Care Excellence,"Manchester, Greater Manchester",IT Jobs,49387.0,56515.0,permanent,"Data Scientist (ML Engineer) Location: Manchester Salary: £49,387 to £56,515 per annum Vacancy Type: Permanent, Full Time The closing date is 18 June 2026 Job summary Do you want to do meaningful work that makes a genuine difference to society? Our main purpose here at The National Institute for Health and Care Excellence (NICE) is to improve health and wellbeing by putting science and evidence at the heart of health and care decision-making. As an organisation we all collaborate to achieve thi…",data scientist,Manchester,52951.0,1,2026-06-03,2026-06,On-site,excel
Data Scientist - Defence & Security,Anson Mccade,"Manchester, Greater Manchester",IT Jobs,75000.0,75000.0,permanent,"Data Scientist - Defence & Security £Up to £75,000 GBP Bonus Onsite WORKING Location: Manchester; Bristol; London , Central London, Greater London - United Kingdom Type: Permanent Data Scientist Specialist (MLOps & GenAI) Bristol | Onsite/Hybrid | Permanent Our client is a leading global technology and consulting organisation , recognised as one of Fortune's World's Most Admired Companies , delivering advanced data and AI solutions across highly secure government and defence environments. Due t…",data scientist,Manchester,75000.0,1,2026-05-02,2026-05,Hybrid,
Data Scientist - Defence & Security,Anson Mccade,"Bristol, South West England",IT Jobs,75000.0,75000.0,permanent,"Data Scientist - Defence & Security £Up to £75,000 GBP Bonus Onsite WORKING Location: Manchester; Bristol; London , Central London, Greater London - United Kingdom Type: Permanent Data Scientist Specialist (MLOps & GenAI) Bristol | Onsite/Hybrid | Permanent Our client is a leading global technology and consulting organisation , recognised as one of Fortune's World's Most Admired Companies , delivering advanced data and AI solutions across highly secure government and defence environments. Due t…",data scientist,Bristol,75000.0,1,2026-06-05,2026-06,Hybrid,
Senior Data Scientist,Opus Recruitment Solutions Ltd,"London, UK",IT Jobs,60000.0,80000.0,permanent,"Senior Data Scientist | Python ML | AUC-ROC | Dataiku | BigQuery | EducationTech | Remote, London | £80k Looking to help shape Data Strategy for a scaling Tech-for-Good business?I'm partnered with a AI-first data and analytics platform built for schools, multi-academy trusts and education groups. Their technology connects fragmented school data - attendance, behaviour, wellbeing, assessment, SEND and unstructured documents - and uses a multi-agent AI system to surface actionable insights for sc…",data scientist,London,70000.0,1,2026-05-19,2026-05,Remote,python
Data Scientist - Agentic Ai (Hybrid),Allstate Northern Ireland,"Belfast, Northern Ireland",IT Jobs,59779.37,59779.37,Unknown,"At Allstate, great things happen when our people work together to protect families and their belongings from life's uncertainties. And for more than 90 years, our innovative drive has kept us a step ahead of our customers' evolving needs. From advocating for seat belts, air bags and graduated driving laws, to being an industry leader in pricing sophistication, telematics, and, more recently, device and identity protection. Your role in the team As a Data Scientist in Allstate's AI Risk, Governa…",data scientist,Belfast,59779.37,1,2026-06-05,2026-06,Hybrid,aws
Data Scientist,G-Research,"London, UK",IT Jobs,48564.01,48564.01,Unknown,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. Join a research team where curiosity meets scale. You’ll investigate foundational questions, uncover market…",data scientist,London,48564.01,1,2026-05-25,2026-05,On-site,
Data Science Consultant (Defence & National Security),Experis,UK,IT Jobs,50000.0,50000.0,permanent,"* Active SC Clearance is required* Our client, a growing tech organisation, urgently require a Data Science Consultant to join their Defence & National Security team. You will design, build, and deploy scalable data pipelines and AI/ML solutions that directly support vital national security projects. In order to be successful, you will have the following experience: Experienced in the Python data stack (PySpark, numpy, pandas, scikit-learn, etc.) Experienced within AWS-based infrastructure and …",data scientist,UK,50000.0,1,2026-06-09,2026-06,On-site,"python, spark, aws, pandas, numpy, scikit-learn, scala"
Data Scientist (Palantir / Fdp Essential),Hays Specialist Recruitment Limited,"London, UK",IT Jobs,145600.0,145600.0,contract,Data Scientist (Palantir / FDP essential) - £560/day (Inside IR35) - RemoteYou will require Palantir (FDP) experience as well and UK Citizenship to apply I'm currently looking for an experienced Data Scientist with strong Data Engineering capability to join a high-profile public sector organisation working on a major digital screening programme.This is a genuinely impactful piece of work where you'll be shaping how data is used to drive decisions through modern dashboards and reporting products…,data scientist,London,145600.0,1,2026-06-11,2026-06,Remote,
"Data Center Facility Engineer, Data Center Engineering Operations",Amazon TA,"Charing Cross, Central London",IT Jobs,50372.37,50372.37,Unknown,"AWS Infrastructure Services owns the design, planning, delivery, and operation of all AWS global infrastructure. In other words, we’re the people who keep the cloud running. We support all AWS data centers and all of the servers, storage, networking, power, and cooling equipment that ensure our customers have continual access to the innovation they rely on. We work on the most challenging problems, with thousands of variables impacting the supply chain — and we’re looking for talented people wh…",data engineer,Charing Cross,50372.37,1,2026-06-11,2026-06,On-site,aws
Data Engineer,Version 1,"Belfast, Northern Ireland",IT Jobs,58870.26,58870.26,Unknown,"Version 1 has celebrated over 29 years in Technology Services and continues to be trusted by global brands to deliver solutions that drive customer success. Our expertise enables our customers to navigate the rapidly changing Digital-First world we live in. We foster strong partnerships with leading technology giants including Microsoft, AWS, Oracle, Red Hat, OutSystems, Snowflake, ensuring that our customers are provided with the highest quality solutions and services. Were an award-winning em…",data engineer,Belfast,58870.26,1,2026-06-06,2026-06,On-site,"aws, snowflake"
Data Engineer,PA Consulting Services Ltd,"Belfast, Northern Ireland",IT Jobs,54708.52,54708.52,Unknown,"Company description We believe in the power of ingenuity to build a positive human future. As strategies, technologies, and innovation collide, we create opportunity from complexity. Our teams of interdisciplinary experts combine innovative thinking and breakthrough technologies to progress further, faster. Our clients adapt and transform, and together we achieve enduring results. We are over 4,000 strategists, innovators, designers, consultants, digital experts, scientists, engineers, and tech…",data engineer,Belfast,54708.52,1,2026-06-05,2026-06,On-site,
Data Engineer,Tenth Revolution Group,"London, UK",IT Jobs,55000.0,65000.0,permanent,"Data Engineer Up to £65,000 benefits London (Hybrid - 2 days onsite) We are seeking a Data Engineer to join a fast-growing, analytics-focused environment operating at the intersection of sport and technology. You will play a key role in building and optimising scalable data infrastructure that supports decision-making from performance on the field through to commercial strategy off it. Working with large, complex datasets and modern cloud technologies, you will help design and deliver robust d…",data engineer,London,60000.0,1,2026-05-15,2026-05,Hybrid,scala
Data Engineer,Robert Half,"London, UK",IT Jobs,60695.17,60695.17,contract,"Robert Half Technology are assisting a rapidly growing sports fashion brand to recruit a Data Engineer on a contract basis. This is an exciting opportunity to join a fast-paced SME environment at a pivotal stage of growth, supporting the development and optimisation of a modern cloud-based data platform as the business continues to expand significantly. Role The Data Engineer will design, build, and maintain scalable data pipelines and ETL/ELT processes within a modern cloud data environment. D…",data engineer,London,60695.17,1,2026-05-20,2026-05,On-site,scala
Data Engineer,Tenth Revolution Group,"Manchester, Greater Manchester",IT Jobs,40000.0,55000.0,permanent,"Data Engineer - Manchester (Hybrid) - Python, Cloud, AI & Generative AI - up to £55,000 This is a great opportunity to join a well-established, global consulting organisation that's working on interesting, meaningful projects. The focus is on large-scale technology and transformation programmes, with plenty of opportunity to build practical AI and data solutions that are used in the real world. You'd be part of a team operating right at the heart of data and AI, tackling real problems for major…",data engineer,Manchester,47500.0,1,2026-05-26,2026-05,Hybrid,python
Data Engineer,Chapman Tate Associates,"Chippenham, Wiltshire",IT Jobs,45000.0,50000.0,permanent,"Data Engineer Chippenham 5 days onsite We’re working with a forward-thinking, data-driven organisation looking to hire a Data Engineer to join their growing technology team. This is a fantastic opportunity for someone with a few years of experience who wants to deepen their expertise and progress into Microsoft Fabric, working on modern data platforms and scalable integration solutions. What You’ll Be Doing You’ll play a key role in designing, building, and supporting robust data pipelines and …",data engineer,Chippenham,47500.0,1,2026-05-22,2026-05,On-site,scala
Data Engineer,Robert Walters,"Manchester, Greater Manchester",IT Jobs,60000.0,65000.0,permanent,"Data Engineer £60,000-£65,000 Manchester City Centre- Hybrid We are looking for highly skilled and experienced Azure Data Engineer to join a newly established team with a strong focus on data. In this role, you will play a key part in delivering a complex, high-impact project within the Financial Services / Capital Markets domain. The position centres on designing and building robust, scalable, and reusable data pipelines, transforming raw data into well-structured relational models. You will w…",data engineer,Manchester,62500.0,1,2026-05-17,2026-05,Hybrid,"azure, scala"
Data Engineer,Coburg Banks Limited,"Birmingham, West Midlands",IT Jobs,45000.0,53000.0,permanent,"Role: Data Engineer Location: West Midlands - Hybrid 3 days per week in office Salary: £45,000 to £53,000 A leading organisation is looking for a Data Engineer to join its IT & Data team on a permanent basis. This role involves supporting and developing data systems, analytics solutions, and reporting infrastructure across the business.The company have a very friendly and supportive atmosphere. Key Responsibilities Design, build and maintain data warehouses and data models Develop and optimise …",data engineer,Birmingham,49000.0,1,2026-05-22,2026-05,Hybrid,
Data Engineer,Diligenta,"Peterborough, Eastern England",IT Jobs,49825.55,49825.55,permanent,"Data Engineer Who are Diligenta? Diligenta's vision is to be acknowledged as Best-in-class Platform-based Life and Pensions Administration Service provider. Customer service is at the heart of everything we do, and our aim is to transform our clients' operations. A business that has been described as ‘home’ by existing employees, we drive a culture that is founded on positive change and development. Summary of the role: As a Data Engineer you will be responsible for designing, developing and de…",data engineer,Peterborough,49825.55,1,2026-06-08,2026-06,On-site,
Data Engineer,Liquidline,"Ipswich, Suffolk",IT Jobs,50000.0,60000.0,permanent,"Liquidline is the fastest-growing commercial coffee solutions provider in the UK and Ireland—not that we’re bragging! Our customers are companies that take pride in offering quality refreshments to their employees and clients. Our success is built on outstanding customer service, hard work, and a strong team culture. We believe in delivering WOW experiences to both our customers and our valued employees. We are proud to be Great Place to Work certified, a testament to our dedication to fosterin…",data engineer,Ipswich,55000.0,1,2026-06-02,2026-06,On-site,
Data Engineer,NOBUL RESOURCING SOLUTIONS LIMITED,"Manchester, Greater Manchester",IT Jobs,41000.0,41000.0,contract,"Data Engineer 12 Month Fixed Term Contract Manchester - 1 day per week About Salix At Salix, we enable and inspire organisations to achieve net zero and create better places. We deliver and administer government funding schemes that improve energy efficiency, support clean power and help create warmer, healthier homes and resilient public buildings across the UK. Working with central government, local authorities, housing associations, universities, schools and hospitals, we combine funding del…",data engineer,Manchester,41000.0,1,2026-06-04,2026-06,On-site,
Data Engineer,Hays Specialist Recruitment Limited,"Salisbury, Wiltshire",IT Jobs,45000.0,52750.0,permanent,"Your new company We provide the support services that enable Armed Forces from around the world to prepare for frontline military operations across the UK Defence Training Estate (DTE). This includes maintaining and delivering safe and sustainable infrastructure, managing and operating training areas and ranges and delivering multi-million pound projects to improve vital training assets.By joining us you will be supporting our vision to provide the best training experience we can for our Armed …",data engineer,Salisbury,48875.0,1,2026-05-18,2026-05,On-site,
Data Engineer,Noir,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,45000.0,80000.0,permanent,"Data Engineer - FinTech - Newcastle (Tech stack: Data Engineer, SQL, Python, AWS, Git, Airflow, Data Pipelines, Data Platforms, Programmer, Developer, Architect, Data Engineer) Our client is a trailblazer in the FinTech space, known for delivering innovative technology solutions to global financial markets. They are expanding their engineering capability in Newcastle and are looking for a talented Data Engineer to join their team. This role will focus on building and optimising systems that mak…",data engineer,Newcastle Upon Tyne,62500.0,1,2026-06-01,2026-06,On-site,"python, sql, aws, airflow"
Data Engineer,Harnham - Data & Analytics Recruitment,"London, UK",IT Jobs,40000.0,45000.0,permanent,"DATA ENGINEER £45,000 UK This is a great opportunity to join a growing data team as they scale out a modern cloud-based platform. You'll gain hands-on experience with Databricks and work closely with experienced engineers in a highly collaborative environment, making it an ideal role for someone early in their career looking to develop quickly. THE COMPANY Our client is a well-established professional services organisation with a strong UK presence, currently investing heavily in its data and A…",data engineer,London,42500.0,1,2026-06-11,2026-06,On-site,
Data Engineer,Harvey Nash,"Glasgow City Centre, Glasgow",IT Jobs,156000.0,156000.0,contract,"Data Engineer | 6 Month Contract | (Inside IR35) | Hybrid, Glasgow| Starting ASAP Day Rate: £600 About the Role: As the Senior Data Engineer within Energy Markets you will be responsible for designing, building, managing, and optimizing data pipelines and the data model used by our Data Scientists and Traders. Working closely with Data Management teams on governance and security as well as business stakeholders around projects and IT teams to deliver these data pipelines and models effectively …",data engineer,Glasgow City Centre,156000.0,1,2026-06-09,2026-06,Hybrid,
Data Engineer,Adecco,"Manchester, Greater Manchester",IT Jobs,64001.0,71468.0,contract,Data Engineer Location: Mainly remote working - Adhoc visit maybe required to Manchester office Type: Temporary contract estimated to run 6 months with potential to be extended Salary: £30.77 - £34.62ph About the Role We're supporting a well-established organisation in the fintech sector who are in search of a skilled Data Engineer . This is a fantastic opportunity to join a forward-thinking business that places data at the centre of its operations and is investing heavily in its analytics capa…,data engineer,Manchester,67734.5,1,2026-06-10,2026-06,Remote,
Data Engineer,Anson Mccade,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,57422.03,57422.03,permanent,"Data Engineer Newcastle (Hybrid 3 days onsite) Permanent | Multiple levels (Senior Analyst / Specialist) Competitive salary package Im currently working with a global consultancy to hire Data Engineers to join a growing Advanced Technology team delivering large-scale data solutions across public and private sector clients. This is a hands-on role where youll work with modern data technologies, building scalable pipelines and real-time data platforms that power analytics and AI-driven decision …",data engineer,Newcastle Upon Tyne,57422.03,1,2026-06-11,2026-06,Hybrid,scala
Data Engineering Manager,Ocho,"Belfast, Northern Ireland",IT Jobs,100000.0,100000.0,Unknown,"Data Engineering Manager Remote | Fintech | Up to £110,000 Bonus Manager-level data engineering leadership role in a high-growth global fintech Own the roadmap for a high-impact transaction matching and data platform Hands-on technical leadership across ETL/ELT, Snowflake, DBT and cloud data architecture Fully remote working model Competitive salary plus bonus and benefits About the Company Our client is a global fintech organisation operating at significant scale, powering merchant commerce a…",data engineer,Belfast,100000.0,1,2026-05-19,2026-05,Remote,"dbt, snowflake"
Lead Data Engineer,Ocho,"Belfast, Northern Ireland",IT Jobs,90000.0,90000.0,permanent,"Lead Data Engineer, Financial Services Belfast | Permanent | Hybrid Senior-level individual contributor / lead role within a growing Belfast practice Databricks on Azure at the core of the tech stack Financial Services domain: risk, trading, compliance, and regulatory data Hybrid working from Belfast city centre Salary: competitive, reflecting seniority and market rates About the Organisation Our client is a global professional services firm with a dedicated AI and Data practice focused on Fina…",data engineer,Belfast,90000.0,1,2026-05-13,2026-05,Hybrid,azure
Principal Data Engineer,Instil Software,"Belfast, Northern Ireland",IT Jobs,74785.81,74785.81,Unknown,"The Role We're looking for a Principal Data Engineer with extensive commercial experience building, supporting and leading data platforms and pipelines. You'll work hands-on across our cloud data stack, partnering with engineers, analysts and senior stakeholders to deliver reliable, well-modelled data that supports analytics and downstream use cases. This role is focused on practical delivery and technical leadership, designing, building and improving data pipelines, setting engineering standar…",data engineer,Belfast,74785.81,1,2026-06-10,2026-06,On-site,
Principal Data Engineer,Everway,"Antrim, County Antrim",IT Jobs,102430.48,102430.48,permanent,"Every mind is unique. Yet much of the world is still built for what's considered ""normal,"" leaving too many people behind. At Everway, we change that by creating technology that helps everyone understand and be understood. By understanding and addressing the unique needs of each individual, we're creating a world where differences are recognized and valued. Our careers fit real life. When you join us, you're not just taking a job. You're joining a movement to build a more neuroinclusive world. …",data engineer,Antrim,102430.48,1,2026-06-11,2026-06,On-site,
Staff Data Engineer,Bazaarvoice Ltd,"Belfast, Northern Ireland",IT Jobs,42225.39,42225.39,Unknown,"At Bazaarvoice, we create smart shopping experiences. Through our expansive global network, product-passionate community & enterprise technology, we connect thousands of brands and retailers with billions of consumers. Our solutions enable brands to connect with consumers and collect valuable user-generated content, at an unprecedented scale. This content achieves global reach by leveraging our extensive and ever-expanding retail, social & search syndication network. And we make it easy for bra…",data engineer,Belfast,42225.39,1,2026-05-21,2026-05,On-site,
Manufacturing Data Engineer,Astec Industries Europe Limited,"Omagh, Northern Ireland",Engineering Jobs,43906.24,43906.24,Unknown,"Receives, reviews, and enters data into ERP computer system according to established procedures. Ensures accuracy and security of all data recorded within ERP system and performs database maintenance functions. Creates manufacturing BoM within ERP system. About The Role Data entry and processing for all products. Keep track of received data and source documents. Prepare and sort source documents, and identify and interpret data to be entered. Contact preparers of source documents to resolve que…",data engineer,Omagh,43906.24,1,2026-06-01,2026-06,On-site,
Data Engineer,Barchester Healthcare,UK,IT Jobs,40000.0,40000.0,permanent,"About the Role As a Data Engineer, you will maintain and enhance the organisation's data infrastructure, ensuring reliable, timely data is available for reporting and analysis. You will work with data warehouses, ETL pipelines, and reporting tools such as Tableau and SSRS to transform data into structured, accessible formats. You will collaborate with stakeholders to understand data requirements, deliver solutions, and support decision-making across the business. The role also involves managing…",data engineer,UK,40000.0,1,2026-05-12,2026-05,On-site,tableau
Data Engineer,Sanderson,"Surrey, South East England",IT Jobs,35000.0,41000.0,permanent,"Role : Data Engineer (Early Careers) Location : Surrey Salary : £41,000 Flexible working: 2 days a week in the office An exciting opportunity has arisen for an early careers Data Engineer to join a growing and highly collaborative data team supporting both business-critical operations and future-focused innovation projects. This role offers a mix of hands-on production support and strategic platform modernisation work within a modern Azure-based environment. You'll have the opportunity to contr…",data engineer,Surrey,38000.0,1,2026-05-29,2026-05,On-site,azure
Data Engineer,Diligenta,"Edinburgh Technopole, Milton Bridge",IT Jobs,50661.33,50661.33,permanent,"Data Engineer Who are Diligenta? Diligenta's vision is to be acknowledged as Best-in-class Platform-based Life and Pensions Administration Service provider. Customer service is at the heart of everything we do, and our aim is to transform our clients' operations. A business that has been described as ‘home’ by existing employees, we drive a culture that is founded on positive change and development. Summary of the role: As a Data Engineer you will be responsible for designing, developing and de…",data engineer,Edinburgh Technopole,50661.33,1,2026-06-08,2026-06,On-site,
Data Engineer,Advanced Resource Managers Limited,"London, UK",IT Jobs,117000.0,130000.0,contract,"Data Engineer 6-Month contract - Inside IR35 - up to £500 per day London based - hybrid working - 3 days a week onsite Asset Management sector Core Role Overview This is a hands-on Data Engineer position working on large-scale data platforms within a financial services environment, focused on building, optimising, and deploying scalable data solutions. The role requires someone who can operate across engineering, delivery, and stakeholder engagement - not just a technical coder. Key Skills (Mus…",data engineer,London,123500.0,1,2026-06-08,2026-06,Hybrid,scala
Data Engineer,Fusion People Ltd,"London, UK",IT Jobs,59800.0,59800.0,Unknown,"Data Engineer Supervisor : I am looking for a Supervisor on the tools for a 3 month project, you will be looking after a team of around 4- engineers with the install of Cat 6 works. CSCS and ideally a SSSTS CIS Rate £230 per day PAYE Rate £185 per day If interested please apply with a CV and follow up with a call to Gary @ Fusion People Segensworth office for more info. Fusion People are committed to promoting equal opportunities to people regardless of age, gender, religion, belief, race, sex…",data engineer,London,59800.0,1,2026-06-03,2026-06,On-site,
Sas Data Engineer,83zero Limited,"Worthing, West Sussex",IT Jobs,70000.0,70000.0,permanent,"SAS Data Engineer Salary: Up to £70,000 Benefits Location: UK (Public Sector Programme) Telford or Worthing Security Clearance: SC Eligibility Required We are currently seeking an experienced SAS Data Engineer to join a long-term public sector programme focused on modernising data platforms and delivering secure, reliable data solutions at scale. This is an excellent opportunity to work on meaningful projects that support essential public services while developing your technical skills within …",data engineer,Worthing,70000.0,1,2026-06-04,2026-06,On-site,excel
Sas Data Engineer,83zero Limited,"Telford, Shropshire",IT Jobs,70000.0,70000.0,permanent,"SAS Data Engineer Salary: Up to £70,000 Benefits Location: Telford or Worthing(Public Sector Programme) Security Clearance: SC Eligibility Required We are currently seeking an experienced SAS Data Engineer to join a long-term public sector programme focused on modernising data platforms and delivering secure, reliable data solutions at scale. This is an excellent opportunity to work on meaningful projects that support essential public services while developing your technical skills within a co…",data engineer,Telford,70000.0,1,2026-05-09,2026-05,On-site,excel
Senior Data Engineer,Yolk Recruitment Ltd,"Newport, Wales",IT Jobs,50000.0,58000.0,permanent,"Senior Data Engineer - up to £58,000 - Hybrid (Newport 1 day a week) The Opportunity Yolk Recruitment Public Sector & Not-for-Profit team has partnered with a specialised Civil Service Organisation who are presently undergoing an interesting transformation into the cloud space. We are supporting them to recruit a Senior Data Engineer. This role is ideal for any data engineer who has extensive experience with Azure Data Factory and Python. What the Senior Data Engineer will be doing You will be …",data engineer,Newport,54000.0,1,2026-05-19,2026-05,Hybrid,"python, azure"
Lead Data Engineer,Lorien,"London, UK",IT Jobs,86584.62,86584.62,Unknown,"Lead Data Engineer Hands-on technical leadership building data systems that actually work We're looking for a Lead Data Engineer to join an enterprise data engineering capability and play a critical role in designing, building, and improving real-world data systems . This is not a line-management role . Instead, it's a senior, hands-on technical leadership position for someone with deep data engineering experience who leads through delivery, judgement, and technical credibility rather than hier…",data engineer,London,86584.62,1,2026-06-01,2026-06,On-site,
Data Engineering Manager,Tenth Revolution Group,"London, UK",IT Jobs,75000.0,100000.0,permanent,"Data Engineering Manager - Up to £100,000 Location: UK-wide The Opportunity We're working with a leading data consultancy who specialise in delivering modern, cloud-based data platforms across a broad range of industries. They partner closely with clients to design and deliver scalable, high-quality data solutions using cutting-edge Microsoft technologies. This is an ideal role for a seasoned consultant who enjoys a blend of strategy, leadership, and hands-on engineering. The Role As a Data Eng…",data engineer,London,87500.0,1,2026-05-20,2026-05,On-site,scala
Data Engineering Manager,Tenth Revolution Group,"Manchester, Greater Manchester",IT Jobs,75000.0,100000.0,permanent,"Data Engineering Manager - Up to £100,000 Location: UK-wide The Opportunity We're working with a leading data consultancy who specialise in delivering modern, cloud-based data platforms across a broad range of industries. They partner closely with clients to design and deliver scalable, high-quality data solutions using cutting-edge Microsoft technologies. This is an ideal role for a seasoned consultant who enjoys a blend of strategy, leadership, and hands-on engineering. The Role As a Data Eng…",data engineer,Manchester,87500.0,1,2026-05-20,2026-05,On-site,scala
Data Engineering Manager,Tenth Revolution Group,"Edinburgh Technopole, Milton Bridge",IT Jobs,80000.0,100000.0,permanent,"Data Engineering Manager - Up to £100,000 Location: UK-wide The Opportunity We're working with a leading data consultancy who specialise in delivering modern, cloud-based data platforms across a broad range of industries. They partner closely with clients to design and deliver scalable, high-quality data solutions using cutting-edge Microsoft technologies. This is an ideal role for a seasoned consultant who enjoys a blend of strategy, leadership, and hands-on engineering. The Role As a Data Eng…",data engineer,Edinburgh Technopole,90000.0,1,2026-05-20,2026-05,On-site,scala
Data Engineering Manager,Tenth Revolution Group,"Sheffield, South Yorkshire",IT Jobs,75000.0,100000.0,permanent,"Data Engineering Manager - Up to £100,000 Location: UK-wide The Opportunity We're working with a leading data consultancy who specialise in delivering modern, cloud-based data platforms across a broad range of industries. They partner closely with clients to design and deliver scalable, high-quality data solutions using cutting-edge Microsoft technologies. This is an ideal role for a seasoned consultant who enjoys a blend of strategy, leadership, and hands-on engineering. The Role As a Data Eng…",data engineer,Sheffield,87500.0,1,2026-05-20,2026-05,On-site,scala
Databricks Data Engineer,Akkodis,"Manchester, Greater Manchester",IT Jobs,40000.0,50000.0,permanent,"Databricks Data Engineer Salary: £40K - £50K Location: Manchester Role Overview: Our client is seeking a Data Engineer to support the development, optimisation and ongoing improvement of a modern cloud-based data platform. This role would suit someone with strong hands-on Databricks experience who enjoys building reliable data pipelines, improving how data flows through the business, and creating trusted datasets for reporting and analytics. You will work across technical and non-technical team…",data engineer,Manchester,45000.0,1,2026-05-21,2026-05,On-site,
