title,company,location,category,salary_min,salary_max,contract_type,description,search_term,city,salary_avg,has_salary,post_date,post_month,work_type,skills_found
Software Engineer,BELCAN,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,124800.0,124800.0,contract,"Software Engineer 12 Month Contract Newcastle or Guildford (Hybrid) up to £60 per hour Role Overview Belcan are currently working with one of the leading companies in Aviation, to support them in their search for a Software Engineer. The Software Engineer will join their collaborative, forward-thinking Agile Scrum team, working on innovative Geospatial software, using the latest cloud-based technologies. The engineer will be involved in every stage of the software development lifecycle, from in…",software engineer,Newcastle Upon Tyne,124800.0,1,2026-06-03,2026-06,Hybrid,
Software Engineer,Harvey Nash,"Manchester, Greater Manchester",IT Jobs,50000.0,95000.0,permanent,"Software Engineer Manchester - Hybrid £50,000 - £95,000 per annum We're hiring multiple Software Engineers from junior to senior level to join a growing technology team delivering scalable, high-performance systems within a global financial services environment. Key Skills & Responsibilities: Designing and developing high-quality, scalable software solutions. Working across the full SDLC in a modern engineering environment. Collaborating with cross-functional teams to deliver business-critical …",software engineer,Manchester,72500.0,1,2026-06-01,2026-06,Hybrid,scala
Software Engineer,Advanced Resource Managers Limited,"Newcastle Upon Tyne, Tyne & Wear",IT Jobs,124800.0,124800.0,contract,"Software Engineer 12 month contract Can be based in Newcastle or Guildford Offering £60ph Inside IR35 Do you have experience with Java? Do you have experience in cloud services development? Do you want to work with an industry-leading company? If your answer to these is yes, then this could be the role for you! As the Software Engineer, you will be working alongside a market-leading Defence and Aerospace company who are constantly growing and developing. They are always looking to bring on new …",software engineer,Newcastle Upon Tyne,124800.0,1,2026-06-03,2026-06,On-site,java
Software Engineer,Nextech,"West Malling, Kent",IT Jobs,30000.0,35000.0,permanent,"Software Engineer Kent (Hybrid, initially onsite) Salary £30-35k (doe) *NO SPONSORSHIP PROVIDED FOR THIS ROLE* We're working with a growing technology business based in Kent operating in the managed connectivity and infrastructure space, delivering secure, resilient network solutions and in-house software platforms used across critical industries such as construction, engineering, and utilities. They are looking for a curious, driven Associate Software Engineer to join their development team, s…",software engineer,West Malling,32500.0,1,2026-05-19,2026-05,Hybrid,
Software Engineer,Agilis Search,"Ipswich, Suffolk",IT Jobs,40000.0,50000.0,permanent,"Agilis Search is seeking a talented and motivated Software Engineer to join an established technology team in Ipswich on a permanent basis. You will be delivering enterprise-scale solutions and will play a key role in designing, developing, and maintaining high-performance applications that support critical business operations and digital transformation initiatives. This is an exciting opportunity for an engineer who enjoys solving complex technical challenges, working in agile environments, an…",software engineer,Ipswich,45000.0,1,2026-05-19,2026-05,On-site,
Software Engineer,Reed,"Stockton-On-Tees, County Durham",IT Jobs,45000.0,48000.0,permanent,"A local profitable Software house are redefining modern engineering. They’re a growing tech business with the financial strength to invest in the future. That future is cloud-first, AI-augmented, and product-led! This is a hybrid working model where the expectation is to come in 2-3 times per week to the Stockton office Why join? This is your chance to join a local innovative technology company undergoing exciting modernisation and cloud transformation. You’ll work on impactful products used by…",software engineer,Stockton-On-Tees,46500.0,1,2026-05-29,2026-05,Hybrid,
Software Engineer,MicroTECH Global Ltd,"Cambridgeshire, Eastern England",IT Jobs,64744.44,64744.44,Unknown,"Our client are an international semiconductor company. Responsibilities: Design and maintain a reproducible Hardware Emulation environment utilizing PetaLinux toolchains. Wrap the entire emulation stack in Docker to ensure environmental consistency across developer workstations and automated CI/CD pipelines (GitLab/Jenkins). Utilize the AMD fork of QEMU to boot functional PetaLinux images, modeling specific peripherals, boot sequences, and memory maps. Bridge QEMU (PS) with RTL simulators like …",software engineer,Cambridgeshire,64744.44,1,2026-06-03,2026-06,On-site,docker
Software Engineer,Franklin Bates,"London, UK",IT Jobs,40000.0,50000.0,permanent,"Software Engineer West London | up to circa £45,000 Build technology that genuinely makes a differenc e Looking for more than just another development role? We're partnering with an ambitious early-stage technology start-up developing a market-leading platform that helps SMEs improve and strengthen their security posture. This is a chance to work on a product with real-world impact while gaining full visibility of the engineering journey. Join at the beginning This is a rare opportunity to beco…",software engineer,London,45000.0,1,2026-06-08,2026-06,On-site,
Software Engineer,Certain Advantage,"Bristol, South West England",IT Jobs,135200.0,135200.0,contract,"World Class Defence Organisation based in Bristol is currently looking to recruit 3x Software Engineer subcontractor on an initial 12 month contract, with very likely extension. The role will be onsite 4 days per week. A 4 day working week is OK (Monday to Thursday). Rate: £65.00 per hour Overtime Rate: Hours worked over the standard 37 hours per week, will be paid at ‘time and a quarter’ Location: Bristol Hybrid / Remote working: The role will be onsite 4 days per week. A 4 day working week is…",software engineer,Bristol,135200.0,1,2026-06-03,2026-06,Remote,
Software Engineer,Moorepay,"Manchester, Greater Manchester",IT Jobs,52342.82,52342.82,permanent,"As a Software Engineer you will be a key contributor within a cross-functional engineering squad, responsible for building secure, scalable, and high-quality software with an increasing emphasis on AI-driven capabilities and intelligent agent development. You will work closely with Senior Engineers, the Engineering Team Leader, and the Architect to implement modern engineering practices, integrate AI models and agent patterns, and contribute to the evolution of our cloud-native services. You wi…",software engineer,Manchester,52342.82,1,2026-06-11,2026-06,On-site,scala
Software Engineer,Erin Associates,"Preston, Lancashire",IT Jobs,41519.67,41519.67,permanent,"Software Engineer – hybrid Keywords: C#, .Net, ASP.Net, SQL Server, HTML, JavaScript, MVC, TDD, Agile, ScrumPreston, Lancashire - commute from Chorley, Blackpool, Blackburn Join a forward-thinking software development team in Preston, Lancashire as a Software Developer , contributing to a suite of innovative products in a dynamic Agile/Scrum environment. This is a fantastic opportunity to grow your career within a well-established company offering a clearly defined progression path and a compet…",software engineer,Preston,41519.67,1,2026-06-08,2026-06,Hybrid,"sql, java"
Software Engineer,Avanti,"Marlow, Buckinghamshire",IT Jobs,40000.0,50000.0,permanent,"Full Stack Software Engineer Hybrid Working | £40,000 - £50,000 Benefits A growing software company is looking for a Full Stack Software Engineer to join its engineering team as it continues to invest in new products, customers, and technology. This is an opportunity to work on modern web applications while helping to develop and enhance a range of established platforms used by organisations across multiple sectors. You'll join a collaborative environment where engineers take ownership of feat…",software engineer,Marlow,45000.0,1,2026-06-09,2026-06,Hybrid,
Software Engineer,Addition,"Farnborough, Hampshire",IT Jobs,65000.0,65000.0,permanent,"Software Engineer Join a specialist technology business delivering secure digital solutions that support critical Defence and National Security operations. This is an opportunity to work on meaningful projects where your engineering expertise directly contributes to real-world mission success. Security Clearance: Due to the nature of the work, candidates must hold or be eligible to obtain UK Security Clearance. Role Overview: Location: Farnborough (Hybrid) with occasional travel to Herefordshir…",software engineer,Farnborough,65000.0,1,2026-06-08,2026-06,Hybrid,
Software Engineer,Hudson Shribman,"Eastern England, UK",IT Jobs,50000.0,50000.0,permanent,"Software Engineer £50k Base Excellent Benefits Ref: ABJ6539 Location: Cambridgeshire | Permanent Are you a Software Engineer who enjoys building real-world engineering solutions that combine automation, robotics, and advanced manufacturing technology? An exciting opportunity has arisen for a talented Software Engineer to join a growing and innovative engineering business with a strong technical reputation. Working within a highly skilled multi-disciplinary team, you will play a key role in the…",software engineer,Eastern England,50000.0,1,2026-05-29,2026-05,On-site,excel
Software Engineer,HR GO Recruitment - Bishop's Stortford,UK,Engineering Jobs,50000.0,50000.0,permanent,"Software Engineer - Industrial Automation & Control Systems £50,000 DOE | St Neots / Huntingdon area | Permanent | Full-Time We're recruiting for a Software Engineer to join a leading manufacturer of specialist industrial processing equipment. Working as part of a skilled small software team, you'll be responsible for developing, programming and supporting software for industrial machinery and control systems, worldwide, helping to deliver reliable and innovative automation solutions which incl…",software engineer,UK,50000.0,1,2026-05-29,2026-05,On-site,
Software Engineer,ECM Selection Ltd.,"Cambridge, Cambridgeshire",IT Jobs,65000.0,65000.0,permanent,"High speed algorithms and communications in C++ and Rust Cambridge with hybrid working; to £65k DoE Are you experienced in developing C++ for high-speed communications and efficient algorithms? If you have a thorough understanding of the inner workings of languages like C++ or Rust, and are motivated by the challenge of squeezing every last clock cycle, then read on! This Cambridge-based team develop high-speed network and data processing infrastructure for use in financial trading. Whilst the …",software engineer,Cambridge,65000.0,1,2026-05-13,2026-05,Hybrid,
Senior Software Engineer,Ocho,"Belfast, Northern Ireland",IT Jobs,75000.0,75000.0,Unknown,"Senior Security Software Engineer | Belfast (Hybrid, 3 Days Office) | InsurTech At a glance: Senior Software Engineer - Python, AWS, security-focused AI-driven InsurTech, scaling Belfast engineering hub Hybrid - 3 days Belfast office, 2 days remote Competitive salary performance bonus 30 days leave Real ownership, architecture input, cutting-edge tech stack About the Company A US-headquartered InsurTech business is transforming the insurance marketplace through proprietary data and an AI traf…",software engineer,Belfast,75000.0,1,2026-05-21,2026-05,Remote,"python, aws"
Staff Software Engineer,Ocho,"Belfast, Northern Ireland",IT Jobs,70000.0,70000.0,Unknown,"Staff Software Engineer Location: Belfast, Northern Ireland, United Kingdom (Hybrid/Remote-friendly) The Opportunity We're partnering with a leading technology company delivering high-performance software used by a wide range of customers every day. They are seeking an experienced Staff Software Engineer to join their senior engineering team in Belfast. You'll work on critical software systems that power core business operations, with a focus on both backend services and cloud-based solutions. …",software engineer,Belfast,70000.0,1,2026-05-22,2026-05,Remote,
Software Engineering Manager,Munster Simms Engineering,UK,IT Jobs,75000.0,75000.0,Unknown,"Are you ready for whats next? Come explore opportunities within Brunswick, a global marine leader committed to challenging conventions and innovating next-generation technologies that transform experiences on the water and beyond. Brunswick believes Next Never Rests, and we offer a variety of exciting careers and growth opportunities within united teams defining the future of marine recreation. We are currently recruiting for a Software Engineering Manager. Position Overview: The Software Manag…",software engineer,UK,75000.0,1,2026-05-18,2026-05,On-site,
Senior Software Engineer,Instil Software,"Belfast, Northern Ireland",IT Jobs,59904.75,59904.75,Unknown,"The Role Were looking for experienced Senior Software Engineers who enjoy building scalable systems, working with cloud infrastructure, and delivering high-quality software in production environments. This role sits at the intersection of software engineering and cloud/platform work. Youll be designing and building backend services using technologies like C#, TypeScript, or Java, while working closely with modern cloud platforms. Its a strong fit for someone who takes ownership, is comfortable …",software engineer,Belfast,59904.75,1,2026-05-21,2026-05,On-site,"java, scala"
Senior Software Engineer,Bazaarvoice Ltd,"Belfast, Northern Ireland",IT Jobs,43844.14,43844.14,Unknown,"At Bazaarvoice, we create smart shopping experiences. Through our expansive global network, product-passionate community & enterprise technology, we connect thousands of brands and retailers with billions of consumers. Our solutions enable brands to connect with consumers and collect valuable user-generated content, at an unprecedented scale. This content achieves global reach by leveraging our extensive and ever-expanding retail, social & search syndication network. And we make it easy for bra…",software engineer,Belfast,43844.14,1,2026-06-11,2026-06,On-site,
Principal Software Engineer,Ocho,"Belfast, Northern Ireland",IT Jobs,100000.0,100000.0,Unknown,"Principal Platform Engineer FULLY REMOTE ACROSS UK AND IRELAND Our client is a fast-scaling fintech building the next generation of payment infrastructure. They're merchant-first, engineering-led, and genuinely obsessive about outcomes over process. Small teams, real autonomy, hard problems. They're hiring a Principal Platform Engineer to own the design and delivery of a suite of Model Context Protocol (MCP) servers - the trusted, governed gateway between AI agents and their core payments platf…",software engineer,Belfast,100000.0,1,2026-06-04,2026-06,Remote,
Senior Software Engineer,Ocho,"London, UK",IT Jobs,60000.0,60000.0,Unknown,"Senior Backend Developer (Node.js / TypeScript) Ocho People | Technology Recruitment Senior backend role at a fast growing IoT, mobile and cloud product company on the cusp of global expansion js and TypeScript focused with real time systems, AWS and Redis across a modern production stack Genuine architectural ownership in a small, high trust team with no bureaucracy Derry based with flexibility for the right person Salary £55,000 - £60,000 plus equity About the Company Our client is a fast mov…",software engineer,London,60000.0,1,2026-06-09,2026-06,On-site,aws
Software Engineer (Python And Java),Leidos,"Farnborough, Hampshire",IT Jobs,61592.27,61592.27,permanent,"Description Software Engineer Programme Name: Maritime Internal Research & Development Location: Farnborough, with flexibility to work from home dependent on business demands Salary: £47,600 - £61,000 Are you ready for your next career challenge? We are seeking a Software Engineer (Python and Java) to play a key role in advancing Maritime Internal Research and Development (IRAD) within our National Security & Defence (NS&D) Division. You will help shape next‑generation capabilities in AI, auton…",software engineer,Farnborough,61592.27,1,2026-06-04,2026-06,Remote,"python, java"
Power Bi Developer,Tenth Revolution Group,"London, UK",IT Jobs,45000.0,55000.0,permanent,"Power BI Developer Location: London (Hybrid) Salary: £45,000 - £55,000 The Role We're looking for a Power BI specialist to partner closely with business stakeholders and deliver high-quality reporting solutions. This role sits between the business and data teams, translating requirements into scalable dashboards and robust data models while ensuring consistency across reporting outputs. Key Responsibilities Stakeholder Engagement & Delivery Work with teams across the business to gather reportin…",power bi developer,London,50000.0,1,2026-06-04,2026-06,Hybrid,"power bi, scala"
Power Bi Developer,Harnham - Data & Analytics Recruitment,"Liverpool, Merseyside",IT Jobs,91000.0,104000.0,contract,"Power BI Developer6 monthsLiverpool - 2 days per week£350-400pdOutside IR35 We are looking for a senior Power BI professional (Senior Consultant / Manager level) who combines strong hands-on development expertise with the ability to coach, mentor, and uplift a growing analytics team . This role is not just about building reports-it's about developing team capability, driving best practices, and enabling long-term self-sufficiency . Key Responsibilities Lead end-to-end Power BI delivery : from d…",power bi developer,Liverpool,97500.0,1,2026-06-02,2026-06,On-site,power bi
Power Bi Developer,Reed,"South East England, UK",IT Jobs,55000.0,60000.0,permanent,"The Role A key position within the data function — ideal for someone who enjoys owning the full Power BI lifecycle , from backend data engineering through to delivering scalable, business-critical reporting. Key Responsibilities Own and manage the end-to-end Power BI environment (datasets, semantic models, dataflows, gateways, reporting) Design and build scalable, high-performance data models Lead ERP data integration and ETL processes Develop and optimise SQL queries, views, and stored procedu…",power bi developer,South East England,57500.0,1,2026-05-22,2026-05,On-site,"sql, power bi, scala"
Power Bi Developer,Amentum,"Bristol, South West England",IT Jobs,50881.44,50881.44,Unknown,"At Amentum, we're not just solving problems; we're engineering the future. Our team is driven by an unyielding commitment to innovation, integrity, and collaboration, tackling some of the most significant challenges in science, security, and sustainability. If you're passionate about making a real impact and want to be part of a community that values ethical excellence, this is the place where your ambition can thrive. Here, we believe that success comes from continuously pushing boundaries and…",power bi developer,Bristol,50881.44,1,2026-06-03,2026-06,On-site,excel
Power Bi Developer,TXP Technology x People,"Liverpool, Merseyside",IT Jobs,113100.0,113100.0,contract,"Senior Power BI Consultant / Manager Location: Liverpool (2 days onsite per week) Contract: 3 months rolling Rate: Up to £435 per day Clearance: None required Overview We're looking for a Senior Power BI Consultant / Manager to join a growing analytics function, combining hands-on delivery expertise with team capability building. This is not a pure reporting role - you'll play a key part in uplifting the team, embedding best practices, and driving long-term self-sufficiency, while continuing to…",power bi developer,Liverpool,113100.0,1,2026-05-29,2026-05,On-site,power bi
Power Bi Developer,Gattaca PBS,"London, UK",IT Jobs,104000.0,117000.0,contract,"Power BI Developer - Contract (3 months) London / Remote (UK) ⏰ Full‑time (37.5 hours per week) £450 per day (Inside IR35) Start date: As soon as possible We're looking for an experienced Power BI Developer to join a friendly Data & Analytics team on a 3‑month contract , delivering a defined set of high‑priority dashboards. This role focuses on building high‑quality, user‑friendly Power BI dashboards that answer clear business questions. You'll work closely with data colleagues and stakeholders…",power bi developer,London,110500.0,1,2026-06-11,2026-06,Remote,power bi
Power Bi Developer,Robert Half,"London, UK",IT Jobs,58687.52,58687.52,contract,"Robert Half Technology are assisting a growing UK real estate organisation to recruit a Power BI Developer on a contract basis. 6-12 month contract with an ASAP start. Hybrid working - London based. Role The Power BI Developer will design, develop, and maintain interactive dashboards and reports to support business decision-making across property, finance, operations, and asset management teams. Collaborate with stakeholders across the business to gather reporting requirements and translate the…",power bi developer,London,58687.52,1,2026-05-27,2026-05,Hybrid,power bi
Power Bi Developer,ECS Resource Group Ltd,"Fieldhead Business Centre, Bradford",IT Jobs,130000.0,162500.0,contract,"Power BI Developer Initial 3-Month Contract Hybrid Working - Bradford £500 - £625 p/day, Inside IR35 We're recruiting for an experienced Power BI Developer to support a large-scale data and reporting programme within a enterprise environment. Key responsibilities: Develop and maintain BI reporting solutions Build dashboards and reports using Power BI Write and optimise SQL queries Design and maintain data models Gather requirements from business stakeholders Support ongoing reporting and data i…",power bi developer,Fieldhead Business Centre,146250.0,1,2026-05-29,2026-05,Hybrid,"sql, power bi"
Power Bi Developer,TXP,"Stanley, Liverpool",IT Jobs,0.0,113100.0,contract,"Senior Power BI Consultant / Manager Location: Liverpool (2 days onsite per week) Contract: 3 months rolling Rate: Up to £435 per day Clearance: None required Overview We're looking for a Senior Power BI Consultant / Manager to join a growing analytics function, combining hands-on delivery expertise with team capability building. This is not a pure reporting role - you'll play a key part in uplifting the team, embedding best practices, and driving long-term self-sufficiency, while continuing to…",power bi developer,Stanley,56550.0,1,2026-05-29,2026-05,On-site,power bi
Power Bi Developer,Orbit Group,"Binley, Coventry",IT Jobs,28277.0,35345.0,contract,"Salary: £28,277 - 35,345 per year Requirements: We are looking for an experienced Power BI Developer with deep expertise in Microsoft Power BI, including Desktop, Service, gateways and workspace management. We need strong skills in DAX and data modelling. We need experience working with large and complex data sets, writing optimised queries and understanding performance impacts. We need a strong understanding of data warehousing concepts, star schemas, ETL/data ingestion and relational database…",power bi developer,Binley,31811.0,1,2026-06-11,2026-06,On-site,power bi
Power Bi Developer,Amentum,UK,IT Jobs,51379.1,51379.1,Unknown,"At Amentum, we're not just solving problems; we're engineering the future. Our team is driven by an unyielding commitment to innovation, integrity, and collaboration, tackling some of the most significant challenges in science, security, and sustainability. If you're passionate about making a real impact and want to be part of a community that values ethical excellence, this is the place where your ambition can thrive. Here, we believe that success comes from continuously pushing boundaries and…",power bi developer,UK,51379.1,1,2026-05-22,2026-05,On-site,excel
Power Bi Developer,Tenth Revolution Group,"Clock Face, St. Helens",IT Jobs,30000.0,60000.0,Unknown,"Salary: £30,000 - 60,000 per year Requirements: We want strong, hands-on experience with Power BI, including data ingestion, modelling and DAX. We want solid knowledge of data modelling, star schema design and semantic layer principles. We want proven ability to build scalable, efficient analytical models and performance-focused reports. We want excellent communication skills and the ability to translate user requirements into practical designs. Experience supporting governance, best practices …",power bi developer,Clock Face,45000.0,1,2026-06-11,2026-06,On-site,"excel, power bi, scala"
Power Bi Developer,Harnham - Data & Analytics Recruitment,"South Wimbledon, South West London",IT Jobs,59000.0,99000.0,Unknown,"Salary: £59,000 - 99,000 per year Requirements: Strong commercial experience developing Power BI reports and dashboards, including data modelling, DAX, and Power Query. Proven experience working with relational data and writing SQL to query and prepare data. Solid understanding of ETL principles and experience building or working with ETL pipelines from multiple data sources. Familiarity with Microsoft Azure data services such as Azure Data Factory, Azure SQL Database, Azure Synapse Analytics, …",power bi developer,South Wimbledon,79000.0,1,2026-06-11,2026-06,On-site,"sql, power bi, azure"
Power Bi Developer,Siemens,UK,IT Jobs,43751.67,43751.67,Unknown,"Before our software developers write even a single line of code, they have to understand what drives our customers. What is the environment? What is the user story based on? Implementation means – trying, testing, and improving outcomes until a final solution emerges. Knowledge means exchange – discussions with colleagues from all over the world. Join our Digitalization Technology and Services (DTS) team based in Bangalore. This is your role. What part will you play? Develop meaningful apps - f…",power bi developer,UK,43751.67,1,2025-05-22,2025-05,On-site,
Power Bi Developer - Azure,SR2 REC LTD,"Warwickshire, West Midlands",IT Jobs,91000.0,117000.0,contract,"Power BI Developer - Azure Role: Power BI Developer (Mid-Level) Location: Warwickshire (2-3 days onsite per week) Contract: Initial 2 months Extension Potential: High likelihood of extension We are seeking a Mid-Level Power BI Developer to join a fast-paced team on an initial 2-month contract. This role requires a strong technical background in Power BI, data engineering, and SQL, with the ability to deliver high-quality reporting and analytics solutions. Required Skills & Experience: Expert-le…",power bi developer,Warwickshire,104000.0,1,2026-06-12,2026-06,On-site,"sql, power bi, azure"
Power Bi Developer (Power Apps Experience Required),McGregor Boyall,"Manchester, Greater Manchester",IT Jobs,0.0,156000.0,contract,"Power BI Developer (Power Apps experience is essential) Banking Locations: Manchester, Birmingham, Edinburgh or Bristol Working: 2 days per week onsite Duration: 6 months (likely extension to end of year) IR35: Inside IR35 (via umbrella) Rate: Up to £600 p/d The Role Looking for a Power BI Developer to design scalable data models, build high-quality datasets, and deliver insightful dashboards supporting critical business processes. You'll also help establish a robust BI data foundation, integra…",power bi developer,Manchester,78000.0,1,2026-06-01,2026-06,On-site,"power bi, scala"
Power Bi Developer - 12 Month Ftc,Orbit Group,"Coventry, West Midlands",IT Jobs,28277.0,35345.0,contract,"We’re building thriving communities as one of the UK’s largest housing groups and a leading developer of affordable housing. We believe everyone is entitled to a good home they can afford, in a place they are proud to live. More than 100,000 people live in our homes. If you want to experience work that’s truly rewarding, join us. Because when we achieve together, customers and communities thrive. Work for Orbit. Believe in people. The role We are seeking an experienced Power BI Developer to joi…",power bi developer,Coventry,31811.0,1,2026-05-28,2026-05,On-site,power bi
Power Apps Developer (Power Bi Specialism),Methods Business and Digital Technology,"London, UK",IT Jobs,60000.0,70000.0,permanent,"Salary: £60k to £70k Methods is recruiting for a Power Apps Developer (Power BI specialism) to join our team within the Public Sector Business unit on a permanent basis. This role will be mainly remote but require flexibility to travel to client sites, and our offices based in London, Sheffield. Role Overview We are looking for a skilled Power Apps Developer (Power BI specialism) to design, build, and maintain high-impact business solutions. You will be the go-to expert for turning raw data int…",power bi developer,London,65000.0,1,2026-04-23,2026-04,Remote,power bi
Power Apps Developer (Power Bi Specialism),Methods Business and Digital Technology,"Bristol, South West England",IT Jobs,60000.0,70000.0,permanent,"Salary: £60k to £70k Methods is recruiting for a Power Apps Developer (Power BI specialism) to join our team within the Public Sector Business unit on a permanent basis. This role will be mainly remote but require flexibility to travel to client sites, and our offices based in London, Sheffield. Role Overview We are looking for a skilled Power Apps Developer (Power BI specialism) to design, build, and maintain high-impact business solutions. You will be the go-to expert for turning raw data int…",power bi developer,Bristol,65000.0,1,2026-04-23,2026-04,Remote,power bi
Power Apps Developer (Power Bi Specialism),Methods Business and Digital Technology,"Sheffield, South Yorkshire",IT Jobs,60000.0,70000.0,permanent,"Salary: £60k to £70k Methods is recruiting for a Power Apps Developer (Power BI specialism) to join our team within the Public Sector Business unit on a permanent basis. This role will be mainly remote but require flexibility to travel to client sites, and our offices based in London, Sheffield. Role Overview We are looking for a skilled Power Apps Developer (Power BI specialism) to design, build, and maintain high-impact business solutions. You will be the go-to expert for turning raw data int…",power bi developer,Sheffield,65000.0,1,2026-04-23,2026-04,Remote,power bi
"Power Platform/Bi Developer, Transformation Programme, London",E3G,"Waterloo, South East London",IT Jobs,58394.0,64790.0,contract,"Power Platform/BI Developer, Transformation Programme, London This post is based in E3G’s London office and will support the design, build and iteration of a suite of interim business tools within E3G’s Microsoft 365 estate. Working as part of a small agile delivery team, the role will help deliver new internal finance and resource management tools that improve visibility of resource allocation, cash flow and pipeline performance for senior stakeholders. Background E3G is the world lead strateg…",power bi developer,Waterloo,61592.0,1,2026-06-11,2026-06,On-site,
Senior Bi Developer (Sql & Power Bi),Amoria Group,"Manchester, Greater Manchester",IT Jobs,67877.03,67877.03,Unknown,"Senior BI Developer (SQL & Power BI) Amoria Group Location - Manchester / Hybrid We’re looking for a Senior BI Developer to take ownership of our end to end BI and data environment within a growing international business. This is not just a reporting role. We’re looking for someone who enjoys improving, optimising and shaping BI environments, somebody who wants real ownership and the opportunity to influence how data is managed and delivered across the business. You’ll work closely with senior …",power bi developer,Manchester,67877.03,1,2026-05-24,2026-05,Hybrid,"sql, power bi"
Power Bi Dashboard Developer — Multi-Branch Letting Agency,Unknown,UK,Sales Jobs,35234.13,35234.13,Unknown,"I run a group of UK letting agencies. I need a Power BI dashboard built that pulls data from two sources: SME Professional (Y branches) and Jupix (X branches) via scheduled CSV export. I need one group-level dashboard showing all branches combined, and individual branch views. Key metrics: total units under management, occupied units, landlord funnel conversion (lead → appointment → valuation → won), tenant funnel conversion, weekly income (letting fees, maintenance commission, sales commission…",power bi developer,UK,35234.13,1,2026-06-04,2026-06,On-site,power bi
Senior Developer - Power Bi,Mace,"London, UK",IT Jobs,55812.62,55812.62,Unknown,"Mace combines construction expertise with consultancy to unlock potential in every person or project and redefine the boundaries of ambition. Our values shape the way we consult and define the people we want to join us on our journey. As a senior Power BI developer, you will be expected to work with Microsoft’s ‘low code’ Power platform suite, principally with Power BI, as well as SharePoint, Teams and the M365 Office suite. There is an opportunity to grow your role into other Power platform ap…",power bi developer,London,55812.62,1,2026-05-14,2026-05,On-site,power bi
Finance Analyst,Hays,"Oxford, Oxfordshire",Accounting & Finance Jobs,41566.14,41566.14,Unknown,"An Oxfordshire business is looking for an experienced Finance Analyst to help them better utilise their data. Job Title: Finance AnalystLocation: OxfordSalary: £40,000 to £45,000Working pattern: Hybrid (3 days in office per week) Your new company A long-standing and highly reputable Oxfordshire publishing company is looking for a Finance Analyst with experience in business intelligence, financial reporting and data analysis. The role will involve working with tools such as Excel and Power BI to…",power bi developer,Oxford,41566.14,1,2026-05-26,2026-05,Hybrid,"excel, power bi"
Bi Developer,ALTECH GROUP LTD,"Lancashire, North West England",IT Jobs,35000.0,45000.0,permanent,"A growing UK-based organisation is looking for a technically strong Power BI Developer to join its central BI function, supporting business-critical financial and operational reporting. This role is ideal for someone who enjoys building scalable reporting solutions, developing robust semantic models, and working closely with stakeholders to turn business requirements into meaningful insight. The position offers a strong mix of hands-on Power BI development, data modelling, and analytical proble…",power bi developer,Lancashire,40000.0,1,2026-05-16,2026-05,On-site,"power bi, scala"
Bi Project Specialist,MCS Group,"Belfast, Northern Ireland",IT Jobs,55000.0,55000.0,Unknown,"Business Intelligence Project Specialist (Power BI) Shape the future of data-driven decision making in a global manufacturing environment. We are seeking an experienced Business Intelligence Project Specialist to join a growing analytics function, acting as the vital link between business stakeholders and technical delivery teams. This is a unique opportunity for a Power BI expert who enjoys combining hands-on dashboard development with project leadership, stakeholder engagement, and end-to-end…",power bi developer,Belfast,55000.0,1,2026-06-08,2026-06,On-site,power bi
Bi Developer,hireful.,"Birmingham, West Midlands",IT Jobs,35000.0,45000.0,permanent,"Are you an ambitious BI Developer looking to accelerate your career within a purpose-driven organisation that is transforming the way data and insight support business performance? We are seeking a talented BI Developer to play a key role in delivering a new reporting portfolio that will support major business transformation initiatives, including the implementation of Jaggaer and our long-term 2030 growth strategy. This is an exciting opportunity for a BI Developer, Power BI Developer, Busines…",power bi developer,Birmingham,40000.0,1,2026-06-11,2026-06,On-site,power bi
Bi Developer,Adria Solutions,"Warrington, Cheshire",IT Jobs,45000.0,60000.0,permanent,"BI Developer Our client is seeking an experienced BI Developer to join their growing Digital and Technology team. This is a fantastic opportunity for a data and reporting professional who enjoys working closely with both technical teams and business stakeholders to deliver impactful reporting and analytics solutions. You will be responsible for developing and maintaining business intelligence and management information reporting, helping to provide valuable insights that support business perfor…",power bi developer,Warrington,52500.0,1,2026-06-05,2026-06,On-site,
Senior Powerbi Developer,Pure Resourcing Solutions,"Bury St. Edmunds, Suffolk",IT Jobs,45000.0,60000.0,permanent,"An established and well-known UK organisation is looking to appoint a Senior BI Developer to join its Business Intelligence team. This is an opportunity to play a key role in developing and expanding a growing Power BI capability. The business has a long-standing BI environment and is now investing in modern reporting, giving you the chance to influence standards, shape best practice and drive adoption across the organisation. The role You will be responsible for delivering high quality, end-to…",power bi developer,Bury St. Edmunds,52500.0,1,2026-05-20,2026-05,On-site,power bi
Business Intelligence / Power Bi Analyst (Finance Function),Michael Page Technology,"Bristol, South West England",IT Jobs,54419.72,54419.72,permanent,"This leading Retail organisation are looking to appoint a Business Intelligence / Power BI Analyst to support their finance function in developing Dashboards and Power BI Reports to support senior management decisioning and automate processes. Your primary focus turning data from multiple sources into clear, actionable insights for the business in Power BI. Client Details Leading Retail organisation Description This leading Retail organisation are looking to appoint a Business Intelligence / Po…",power bi developer,Bristol,54419.72,1,2026-06-10,2026-06,On-site,power bi
